4;03.066;
3;03.884;
1;06.301;
2;07.924;
1;08.580;
3;11.148;
3;11.501;
3;11.917;
1;12.725;
2;13.485;
2;13.692;
2;13.893;
4;14.061;
2;14.268;
4;14.461;
4;14.660;
3;14.852;
4;15.069;
1;16.357;
4;16.517;
1;16.677;
3;17.029;
2;17.444;
1;17.860;
3;18.292;
2;18.477;
1;18.692;
3;18.885;
4;19.077;
4;19.460;
3;19.862;
4;20.231;
3;20.581;
2;20.853;
1;21.012;
4;21.236;
4;21.445;
4;22.724;
3;22.916;
4;23.108;
4;23.493;
3;23.893;
2;24.261;
2;24.676;
1;24.869;
2;25.069;
4;25.268;
2;25.470;
1;25.853;
4;26.277;
1;26.470;
3;26.661;
2;26.861;
2;27.068;
4;27.269;
4;27.477;
2;27.653;
2;27.869;
3;29.108;
1;29.244;
4;29.444;
3;29.822;
3;30.205;
1;30.598;
3;30.988;
1;31.164;
3;31.348;
1;31.516;
1;31.710;
3;31.884;
2;32.236;
3;32.788;
2;32.972;
3;33.148;
3;33.317;
3;33.492;
2;33.685;
2;33.860;
1;34.044;
2;34.245;
4;35.564;
1;35.734;
3;35.900;
1;36.276;
1;36.692;
3;37.100;
1;37.476;
4;37.653;
1;37.837;
1;38.021;
4;38.212;
3;38.612;
4;39.037;
2;39.228;
3;39.406;
3;39.621;
3;39.820;
2;40.020;
2;40.277;
2;40.460;
4;40.717;
4;41.924;
3;42.101;
1;42.276;
3;42.645;
2;43.044;
3;43.460;
2;43.885;
3;44.077;
2;44.278;
2;44.477;
1;44.684;
1;45.069;
3;45.493;
2;45.677;
2;45.869;
2;46.060;
2;46.253;
1;46.484;
3;46.653;
3;46.813;
2;47.028;
1;48.284;
4;48.460;
4;48.636;
4;49.012;
3;49.436;
4;49.821;
1;50.236;
3;50.436;
3;50.597;
2;50.792;
1;51.005;
3;51.420;
3;51.900;
4;52.085;
4;52.277;
4;52.469;
2;52.660;
2;52.852;
4;53.052;
2;53.245;
4;53.444;
2;54.677;
2;54.860;
2;55.053;
3;55.445;
2;55.884;
1;56.260;
3;56.668;
3;56.846;
3;57.028;
3;57.221;
2;57.444;
1;57.860;
1;58.372;
4;58.532;
3;58.700;
4;58.893;
3;59.085;
4;59.268;
1;59.453;
2;59.620;
1;59.796;
4;61.069;
4;61.268;
2;61.476;
3;61.863;
3;62.309;
4;62.698;
1;63.100;
3;63.284;
1;63.476;
1;63.661;
2;63.869;
1;64.533;
4;65.028;
1;65.424;
1;65.845;
2;66.260;
3;66.652;
2;67.054;
4;67.444;
3;67.868;
3;68.220;
1;68.677;
1;69.084;
4;69.485;
4;69.869;
1;70.292;
2;70.700;
1;71.110;
4;71.492;
4;71.900;
2;72.301;
3;72.692;
2;73.053;
2;73.420;
3;73.842;
2;74.236;
1;74.644;
4;75.052;
4;75.502;
1;75.900;
2;76.295;
4;76.700;
1;77.125;
3;77.524;
4;77.893;
1;78.309;
1;78.711;
1;79.118;
2;79.492;
2;79.899;
3;80.270;
4;80.660;
2;81.061;
2;81.460;
4;81.868;
4;82.292;
4;82.708;
3;83.060;
4;83.479;
1;83.894;
1;84.310;
3;84.637;
3;85.054;
1;85.453;
1;85.860;
3;86.269;
2;86.684;
2;87.045;
3;87.444;
2;87.861;
2;88.236;
1;88.652;
3;89.043;
3;89.478;
1;89.877;
3;90.294;
4;90.766;
3;91.145;
2;91.510;
3;91.869;
4;92.269;
4;92.681;
1;93.061;
1;93.445;
4;93.854;
3;94.254;
3;94.645;
1;95.045;
4;95.464;
1;95.856;
3;96.221;
3;96.621;
3;97.004;
4;97.406;
2;97.796;
2;98.197;
3;98.605;
1;98.997;
1;99.404;
2;99.815;
3;100.197;
3;100.620;
4;100.988;
2;101.405;
4;101.821;
2;102.212;
1;102.909;
1;116.217;
2;;
