1;2.58;
1;3.08;
1;3.55;
1;3.70;
1;4.03;
1;4.17;
1;4.67;
1;4.82;
1;5.26;
1;5.40;
1;5.80;
1;5.95;
1;6.34;
1;6.48;
1;6.87;
1;7.00;
1;7.49;
1;7.62;
1;7.97;
1;8.12;
1;8.51;
1;8.70;
1;9.09;
1;9.23;
1;9.61;
1;9.76;
1;10.17;
1;10.31;
1;10.72;
1;10.87;
1;11.26;
1;11.40;
1;11.81;
1;11.95;
1;12.33;
1;12.47;
1;13.33;
1;13.85;
1;14.35;
1;14.49;
1;14.63;
1;14.92;
1;15.41;
1;15.56;
1;15.66;
1;15.94;
1;16.19;
1;16.41;
1;16.67;
1;17.06;
1;17.81;
1;18.30;
1;18.76;
1;18.91;
1;19.05;
1;19.39;
1;19.90;
1;20.31;
1;20.56;
1;20.71;
1;20.85;
1;20.99;
1;22.09;
1;22.67;
1;23.16;
1;23.30;
1;23.46;
1;23.77;
1;24.24;
1;24.40;
1;24.71;
1;24.98;
1;25.24;
1;25.48;
1;25.84;
1;26.56;
1;27.07;
1;27.54;
1;27.70;
1;27.85;
1;28.17;
1;28.65;
1;28.81;
1;29.06;
1;29.26;
1;29.40;
1;29.54;
1;29.68;
1;30.85;
1;31.21;
1;31.69;
1;31.91;
1;32.31;
1;32.97;
1;33.13;
1;33.26;
1;33.67;
1;34.03;
1;35.25;
1;35.67;
1;36.12;
1;36.34;
1;36.67;
1;37.43;
1;37.57;
1;37.72;
1;38.02;
1;39.62;
1;40.18;
1;40.66;
1;40.80;
1;40.94;
1;41.22;
1;41.71;
1;41.86;
1;42.00;
1;42.37;
1;42.76;
1;43.80;
1;43.95;
1;44.09;
1;44.34;
1;44.58;
1;44.81;
1;45.04;
1;45.51;
1;45.66;
1;45.80;
1;45.93;
1;46.20;
1;47.48;
1;47.75;
1;48.02;
1;48.34;
1;48.63;
1;48.92;
1;49.21;
1;49.52;
1;49.78;
1;49.91;
1;50.62;
1;50.85;
1;51.13;
1;51.28;
1;51.41;
1;51.55;
1;52.72;
1;52.99;
1;53.28;
1;53.56;
1;53.70;
1;53.85;
1;53.99;
1;54.13;
1;54.83;
1;55.12;
1;55.45;
1;55.59;
1;55.75;
1;55.88;
1;57.05;
1;57.59;
1;58.09;
1;58.24;
1;58.37;
1;58.70;
1;59.25;
1;59.41;
1;59.54;
1;59.85;
1;60.23;
1;61.37;
1;61.51;
1;61.78;
1;62.02;
1;62.32;
1;62.55;
1;62.97;
1;63.11;
1;63.26;
1;63.40;
1;63.68;
1;65.82;
1;66.38;
1;66.94;
1;67.48;
1;68.02;
1;68.58;
1;69.15;
1;69.66;
1;70.03;
