4;06.325;
3;07.055;
1;07.623;
2;08.289;
1;09.039;
3;09.295;
3;09.536;
3;09.872;
1;10.016;
2;10.295;
2;10.519;
2;10.737;
4;10.951;
2;11.183;
4;11.423;
4;11.559;
3;11.664;
4;12.764;
1;12.994;
4;13.214;
1;13.469;
3;13.714;
2;13.954;
1;14.132;
3;14.453;
2;14.681;
1;14.910;
3;15.140;
4;15.360;
4;15.623;
3;15.845;
4;16.057;
3;16.245;
2;16.491;
1;16.703;
4;16.940;
4;17.262;
4;17.433;
3;17.654;
4;17.899;
4;18.105;
3;18.366;
2;18.471;
2;18.593;
1;18.872;
2;19.018;
4;19.263;
2;20.087;
1;20.239;
4;20.512;
1;20.727;
3;20.991;
2;21.231;
2;21.423;
4;21.567;
4;21.903;
2;22.160;
2;22.383;
3;22.607;
1;22.761;
4;23.088;
3;23.327;
3;23.543;
1;23.743;
3;23.967;
1;25.160;
3;25.376;
1;25.599;
1;25.840;
3;27.031;
2;27.223;
3;27.455;
2;27.719;
3;28.887;
3;29.127;
3;29.335;
2;29.608;
2;30.783;
1;31.032;
2;31.271;
4;31.495;
1;32.223;
3;32.711;
1;32.926;
1;33.375;
3;34.800;
1;35.239;
4;35.967;
1;36.406;
1;36.991;
4;38.263;
3;38.506;
4;38.703;
2;38.944;
3;40.127;
3;40.383;
3;40.608;
2;40.839;
2;42.023;
2;42.247;
4;42.479;
4;42.720;
3;43.935;
1;44.136;
3;44.377;
2;44.600;
3;45.767;
2;45.991;
3;46.231;
2;46.439;
2;47.175;
1;47.623;
1;47.863;
3;48.335;
2;49.743;
2;50.199;
2;50.927;
2;51.463;
1;51.663;
3;51.839;
3;52.047;
2;53.376;
1;53.567;
4;53.743;
4;53.959;
4;54.191;
3;54.415;
4;54.799;
1;54.959;
3;55.175;
3;55.383;
2;55.863;
1;56.095;
3;56.303;
3;56.479;
4;56.671;
4;57.535;
4;57.687;
2;57.799;
2;58.047;
4;58.247;
2;58.446;
4;58.663;
2;58.858;
2;59.015;
2;59.384;
3;59.607;
2;59.815;
1;60.055;
3;60.231;
3;60.519;
3;60.751;
3;60.961;
2;61.175;
1;61.494;
1;61.672;
4;61.882;
3;62.271;
4;62.415;
3;62.640;
4;62.889;
1;63.087;
2;63.375;
1;63.575;
4;63.831;
4;63.982;
2;64.247;
3;64.967;
3;65.088;
4;65.192;
1;65.431;
3;65.687;
1;65.919;
1;66.175;
2;66.311;
1;66.415;
4;66.527;
1;66.856;
1;67.103;
2;67.311;
3;67.543;
2;67.711;
4;68.040;
3;68.223;
3;68.489;
1;68.672;
1;68.943;
4;70.136;
4;70.351;
1;70.567;
2;70.792;
1;72.008;
4;72.239;
4;72.447;
2;72.679;
3;73.823;
2;74.039;
2;74.271;
3;74.503;
2;75.720;
1;75.967;
4;76.184;
4;76.463;
1;77.175;
2;77.630;
4;77.838;
1;78.319;
3;79.735;
4;80.199;
1;80.919;
1;81.608;
1;82.071;
2;83.247;
2;83.463;
3;83.671;
4;83.935;
2;85.079;
2;85.335;
4;85.584;
4;85.840;
4;86.959;
3;87.215;
4;87.455;
1;87.690;
1;88.831;
3;89.059;
3;89.295;
1;89.543;
1;90.959;
3;91.167;
2;91.439;
2;92.135;
3;92.552;
2;92.816;
2;93.287;
1;94.663;
3;95.143;
3;95.927;
1;96.367;
3;96.575;
4;96.775;
3;97.015;
