4;1.856;
3;3.316;
1;4.068;
2;4.736;
1;6.241;
3;6.901;
3;8.477;
3;9.879;
1;10.606;
2;11.915;
2;12.316;
2;12.697;
4;13.071;
2;13.386;
4;13.746;
4;14.103;
3;14.418;
4;14.82;
1;15.145;
4;15.52;
1;15.915;
3;16.279;
2;16.602;
1;16.965;
3;17.305;
2;17.653;
1;18.026;
3;18.385;
4;18.74;
4;19.099;
3;19.462;
4;19.819;
3;20.164;
2;20.535;
1;20.911;
4;21.285;
4;21.616;
4;21.988;
3;22.321;
4;22.689;
4;23.054;
3;23.38;
2;23.761;
2;24.115;
1;24.49;
2;24.846;
4;25.207;
2;25.544;
1;25.928;
4;26.255;
1;26.652;
3;27.007;
2;27.408;
2;27.736;
4;28.106;
4;28.46;
2;28.645;
2;28.8;
3;28.978;
1;29.132;
4;29.478;
3;29.88;
3;30.246;
1;30.617;
3;30.965;
1;31.328;
3;31.69;
1;32.056;
1;32.418;
3;32.788;
2;33.144;
3;33.527;
2;33.892;
3;34.265;
3;34.43;
3;34.641;
2;34.79;
2;34.938;
1;35.409;
2;35.768;
4;35.96;
1;36.115;
3;36.27;
1;36.435;
1;36.785;
3;37.16;
1;37.535;
4;37.888;
1;38.063;
1;38.221;
4;39.4;
3;39.553;
4;39.709;
2;39.902;
3;40.104;
3;40.284;
3;40.464;
2;40.617;
2;40.782;
2;41.181;
4;41.557;
4;41.751;
3;41.915;
1;42.084;
3;42.23;
2;42.636;
3;42.988;
2;43.378;
3;43.745;
2;43.918;
2;44.079;
1;45.302;
1;45.494;
3;45.671;
2;45.842;
2;46.008;
2;46.187;
2;46.344;
1;46.483;
3;46.631;
3;47.09;
2;47.471;
1;47.66;
4;47.827;
4;47.975;
4;48.124;
3;48.512;
4;48.881;
1;49.265;
3;49.654;
3;49.856;
2;50.014;
1;51.198;
3;51.413;
3;51.57;
4;51.769;
4;51.941;
4;52.115;
2;52.285;
2;52.453;
4;52.605;
2;53.015;
4;53.384;
2;53.615;
2;53.775;
2;53.947;
3;54.127;
2;54.479;
1;54.85;
3;55.232;
3;55.638;
3;55.822;
3;55.967;
2;57.156;
1;57.32;
1;57.531;
4;57.711;
3;57.907;
4;58.095;
3;58.259;
4;58.432;
1;58.62;
2;59.033;
1;59.43;
4;59.639;
4;59.819;
2;59.992;
3;60.174;
3;60.519;
4;60.913;
1;61.293;
3;61.652;
1;61.845;
1;62.003;
2;63.171;
1;63.354;
4;63.524;
1;63.707;
1;63.916;
2;64.128;
3;64.307;
2;64.49;
4;64.674;
3;65.075;
3;65.459;
1;65.643;
1;65.831;
4;66.022;
4;66.215;
1;66.577;
2;66.947;
1;67.342;
4;67.713;
4;67.908;
2;68.085;
3;69.313;
2;69.525;
2;69.718;
3;69.909;
2;70.081;
1;70.252;
4;70.427;
4;70.594;
1;70.787;
2;71.208;
4;71.639;
1;71.826;
3;72.015;
4;72.18;
1;72.361;
1;72.728;
1;73.134;
2;73.523;
2;73.916;
3;74.097;
4;74.27;
2;75.432;
2;75.664;
4;75.857;
4;76.04;
4;76.256;
3;76.458;
4;76.623;
1;76.812;
1;77.004;
3;77.405;
3;77.822;
1;78.022;
1;78.192;
3;78.395;
2;78.581;
2;78.927;
3;79.328;
2;79.715;
2;80.116;
1;80.305;
3;80.507;
3;81.656;
1;81.867;
3;82.057;
4;82.269;
3;82.474;
2;82.657;
3;82.846;
4;83.011;
4;83.256;
1;84.038;
1;84.853;
4;85.665;
3;87.117;
3;87.868;
1;89.476;
4;90.966;
1;91.716;
3;93.631;
